"Account","BudgetActivity","BudgetActivityTitle","BSA","BSAtitle","LineItem","LineItemTitle","CostType","CostTypeTitle","AddOrNonAdd","Classified","FiscalYear","Actual","App","Base_App","Base_PB","OCO_App","OCO_PB","PB","Quant_Actual","Quant_App","Quant_Base_App","Quant_Base_PB","Quant_OCO_App","Quant_OCO_PB","Quant_PB"
"2035A","01","Tactical and Support Vehicles","10","Tactical Vehicles","3484D15501","Ground Mobility Vehicles (GMV)","A","Weapon System Cost","Add","U",2015,0,,,,,,,0,,,,,,
"2035A","01","Tactical and Support Vehicles","10","Tactical Vehicles","3636D10000","ARNG HMMWV Modernization Program","A","Weapon System Cost","Add","U",2015,160000,,,,,,,0,,,,,,
"2035A","01","Tactical and Support Vehicles","10","Tactical Vehicles","5600D15603","Joint Light Tactical Vehicle","A","Weapon System Cost","Add","U",2015,164615,,,,,,,176,,,,,,
"2035A","01","Tactical and Support Vehicles","10","Tactical Vehicles","5862D16001","Truck, Dump, 20t (CCE)","A","Weapon System Cost","Add","U",2015,0,,,,,,,0,,,,,,
"2035A","01","Tactical and Support Vehicles","10","Tactical Vehicles","6866D15500","Family of Medium Tactical Veh (FMTV)","A","Weapon System Cost","Add","U",2015,195624,,,,,,,496,,,,,,
"2035A","01","Tactical and Support Vehicles","10","Tactical Vehicles","7000D15800","Firetrucks & Associated Firefighting Equip","A","Weapon System Cost","Add","U",2015,8415,,,,,,,0,,,,,,
"2035A","01","Tactical and Support Vehicles","10","Tactical Vehicles","8309DA0500","Family of Heavy Tactical Vehicles (FHTV)","A","Weapon System Cost","Add","U",2015,78425,,,,,,,253,,,,,,
"2035A","01","Tactical and Support Vehicles","10","Tactical Vehicles","8331D16506","Pls Esp","A","Weapon System Cost","Add","U",2015,149563,,,,,,,0,,,,,,
"2035A","01","Tactical and Support Vehicles","10","Tactical Vehicles","8948DV0021","Hvy Expanded Mobile Tactical Truck Ext Serv","A","Weapon System Cost","Add","U",2015,192620,,,,,,,0,,,,,,
"2035A","01","Tactical and Support Vehicles","10","Tactical Vehicles","8980D04003","Tactical Wheeled Vehicle Protection Kits","A","Weapon System Cost","Add","U",2015,38226,,,,,,,0,,,,,,
"2035A","01","Tactical and Support Vehicles","10","Tactical Vehicles","8992DA0924","Modification of In Svc Equip","A","Weapon System Cost","Add","U",2015,83173,,,,,,,0,,,,,,
"2035A","01","Tactical and Support Vehicles","10","Tactical Vehicles","8995D03002","Mine-Resistant Ambush-Protected (MRAP) Mods","A","Weapon System Cost","Add","U",2015,211730,,,,,,,0,,,,,,
"2035A","01","Tactical and Support Vehicles","20","Non-Tactical Vehicles","0300D22100","Heavy Armored Sedan","A","Weapon System Cost","Add","U",2015,0,,,,,,,0,,,,,,
"2035A","01","Tactical and Support Vehicles","20","Non-Tactical Vehicles","0358D23000","Passenger Carrying Vehicles","A","Weapon System Cost","Add","U",2015,803,,,,,,,0,,,,,,
"2035A","01","Tactical and Support Vehicles","20","Non-Tactical Vehicles","2450D30000","Nontactical Vehicles, Other","A","Weapon System Cost","Add","U",2015,11101,,,,,,,0,,,,,,
"2035A","02","Communications and Electronics Equipment","12","Comm - Joint Communications","1975BW7100","Win-T - Ground Forces Tactical Network","A","Weapon System Cost","Add","U",2015,664087,,,,,,,1188,,,,,,
"2035A","02","Communications and Electronics Equipment","12","Comm - Joint Communications","1981B00010","Signal Modernization Program","A","Weapon System Cost","Add","U",2015,27757,,,,,,,0,,,,,,
"2035A","02","Communications and Electronics Equipment","12","Comm - Joint Communications","2101B00009","Joint Incident Site Communications Capability","A","Weapon System Cost","Add","U",2015,7915,,,,,,,0,,,,,,
"2035A","02","Communications and Electronics Equipment","12","Comm - Joint Communications","2930BB5777","JCSE Equipment (USREDCOM)","A","Weapon System Cost","Add","U",2015,3540,,,,,,,0,,,,,,
"2035A","02","Communications and Electronics Equipment","18","Comm - Satellite Communications","2948BB8500","Defense Enterprise Wideband Satcom Systems","A","Weapon System Cost","Add","U",2015,121085,,,,,,,0,,,,,,
"2035A","02","Communications and Electronics Equipment","18","Comm - Satellite Communications","2956B85800","Transportable Tactical Command Communications","A","Weapon System Cost","Add","U",2015,10847,,,,,,,0,,,,,,
"2035A","02","Communications and Electronics Equipment","18","Comm - Satellite Communications","9810BA9350","SHF Term","A","Weapon System Cost","Add","U",2015,6494,,,,,,,0,,,,,,
"2035A","02","Communications and Electronics Equipment","18","Comm - Satellite Communications","9894K47800","Navstar Global Positioning System (SPACE)","A","Weapon System Cost","Add","U",2015,1635,,,,,,,0,,,,,,
"2035A","02","Communications and Electronics Equipment","18","Comm - Satellite Communications","9910BC4002","Smart-T (SPACE)","A","Weapon System Cost","Add","U",2015,11454,,,,,,,0,,,,,,
"2035A","02","Communications and Electronics Equipment","18","Comm - Satellite Communications","9915BC4120","Global Brdcst Svc - GBS","A","Weapon System Cost","Add","U",2015,15899,,,,,,,0,,,,,,
"2035A","02","Communications and Electronics Equipment","18","Comm - Satellite Communications","9920BB8417","Mod of In-Svc Equip (TAC SAT)","A","Weapon System Cost","Add","U",2015,2849,,,,,,,0,,,,,,
"2035A","02","Communications and Electronics Equipment","18","Comm - Satellite Communications","9922B08400","Enroute Mission Command (EMC)","A","Weapon System Cost","Add","U",2015,1e+05,,,,,,,0,,,,,,
"2035A","02","Communications and Electronics Equipment","24","Comm - C3 System","8148BA8250","Army Global Cmd & Control Sys (AGCCS)","A","Weapon System Cost","Add","U",2015,0,,,,,,,0,,,,,,
"2035A","02","Communications and Electronics Equipment","32","Comm - Combat Communications","6450B90000","Joint Tactical Radio System","A","Weapon System Cost","Add","U",2015,40711,,,,,,,0,,,,,,
"2035A","02","Communications and Electronics Equipment","32","Comm - Combat Communications","6458B95004","Handheld Manpack Small Form Fit (HMS)","A","Weapon System Cost","Add","U",2015,0,,,,,,,0,,,,,,
"2035A","02","Communications and Electronics Equipment","32","Comm - Combat Communications","6506B51001","Mid-Tier Networking Vehicular Radio (MNVR)","A","Weapon System Cost","Add","U",2015,4692,,,,,,,0,,,,,,
"2035A","02","Communications and Electronics Equipment","32","Comm - Combat Communications","6948B22603","Radio Terminal Set, Mids Lvt(2)","A","Weapon System Cost","Add","U",2015,15698,,,,,,,0,,,,,,
"2035A","02","Communications and Electronics Equipment","32","Comm - Combat Communications","7667B19920","AMC Critical Items - OPA2","A","Weapon System Cost","Add","U",2015,22099,,,,,,,0,,,,,,
"2035A","02","Communications and Electronics Equipment","32","Comm - Combat Communications","8104BC3000","Tractor Desk","A","Weapon System Cost","Add","U",2015,3724,,,,,,,0,,,,,,
"2035A","02","Communications and Electronics Equipment","32","Comm - Combat Communications","8128B03001","Tractor Ride","A","Weapon System Cost","Add","U",2015,0,,,,,,,0,,,,,,
"2035A","02","Communications and Electronics Equipment","32","Comm - Combat Communications","8554B55501","Spider Apla Remote Control Unit","A","Weapon System Cost","Add","U",2015,969,,,,,,,0,,,,,,
"2035A","02","Communications and Electronics Equipment","32","Comm - Combat Communications","8558B54020","Spider Family of Networked Munitions Incr","A","Weapon System Cost","Add","U",2015,0,,,,,,,0,,,,,,
"2035A","02","Communications and Electronics Equipment","32","Comm - Combat Communications","8560BA5300","Soldier Enhancement Program Comm/Electronics","A","Weapon System Cost","Add","U",2015,294,,,,,,,0,,,,,,
"2035A","02","Communications and Electronics Equipment","32","Comm - Combat Communications","8562B55510","Tactical Communications and Protective System","A","Weapon System Cost","Add","U",2015,22654,,,,,,,0,,,,,,
"2035A","02","Communications and Electronics Equipment","32","Comm - Combat Communications","8563B58601","Unified Command Suite","A","Weapon System Cost","Add","U",2015,17445,,,,,,,0,,,,,,
"2035A","02","Communications and Electronics Equipment","32","Comm - Combat Communications","9164BU8100","Radio, Improved HF (COTS) Family","A","Weapon System Cost","Add","U",2015,1028,,,,,,,0,,,,,,
"2035A","02","Communications and Electronics Equipment","32","Comm - Combat Communications","9885MA8000","Family of Med Comm for Combat Casualty Care","A","Weapon System Cost","Add","U",2015,22614,,,,,,,0,,,,,,
"2035A","02","Communications and Electronics Equipment","36","Comm - Intelligence Comm","0250BK5284","CI Automation Architecture","A","Weapon System Cost","Add","U",2015,3371,,,,,,,0,,,,,,
"2035A","02","Communications and Electronics Equipment","36","Comm - Intelligence Comm","0263BK6285","Army CA/MISO GPF Equipment","A","Weapon System Cost","Add","U",2015,5124,,,,,,,0,,,,,,
"2035A","02","Communications and Electronics Equipment","64","Information Security","0121BA1300","Family of Biometrics","A","Weapon System Cost","Add","U",2015,0,,,,,,,0,,,,,,
"2035A","02","Communications and Electronics Equipment","64","Information Security","0122TA0600","Information System Security Program-ISSP","A","Weapon System Cost","Add","U",2015,0,,,,,,,0,,,,,,
"2035A","02","Communications and Electronics Equipment","64","Information Security","0125B96000","Communications Security (COMSEC)","A","Weapon System Cost","Add","U",2015,69646,,,,,,,0,,,,,,
"2035A","02","Communications and Electronics Equipment","64","Information Security","0128B63000","Defensive CYBER Operations","A","Weapon System Cost","Add","U",2015,0,,,,,,,0,,,,,,
"2035A","02","Communications and Electronics Equipment","72","Comm - Long Haul Communications","9716BU4160","Base Support Communications","A","Weapon System Cost","Add","U",2015,28913,,,,,,,0,,,,,,
"2035A","02","Communications and Electronics Equipment","73","Comm - Base Communications","9200BB8650","Information Systems","A","Weapon System Cost","Add","U",2015,88098,,,,,,,0,,,,,,
"2035A","02","Communications and Electronics Equipment","73","Comm - Base Communications","9666BU8000","Emergency Management Modernization Program","A","Weapon System Cost","Add","U",2015,5362,,,,,,,0,,,,,,
"2035A","02","Communications and Electronics Equipment","73","Comm - Base Communications","9700BU0500","Installation Info Infrastructure Mod Program","A","Weapon System Cost","Add","U",2015,151265,,,,,,,0,,,,,,
"2035A","02","Communications and Electronics Equipment","80","Elect Equip - Tact Int Rel Act (TIARA)","9522V29600","JTT/CIBS-M","A","Weapon System Cost","Add","U",2015,870,,,,,,,0,,,,,,
"2035A","02","Communications and Electronics Equipment","80","Elect Equip - Tact Int Rel Act (TIARA)","9544BZ7326","Prophet Ground","A","Weapon System Cost","Add","U",2015,55896,,,,,,,0,,,,,,
"2035A","02","Communications and Electronics Equipment","80","Elect Equip - Tact Int Rel Act (TIARA)","9654BU4050","Drug Interdiction Program (Dip) (TIARA)","A","Weapon System Cost","Add","U",2015,94681,,,,,,,0,,,,,,
"2035A","02","Communications and Electronics Equipment","80","Elect Equip - Tact Int Rel Act (TIARA)","9690BZ7316","DCGS-A (MIP)","A","Weapon System Cost","Add","U",2015,192038,,,,,,,0,,,,,,
"2035A","02","Communications and Electronics Equipment","80","Elect Equip - Tact Int Rel Act (TIARA)","9692BZ8401","Joint Tactical Ground Station (JTAGS)","A","Weapon System Cost","Add","U",2015,5286,,,,,,,0,,,,,,
"2035A","02","Communications and Electronics Equipment","80","Elect Equip - Tact Int Rel Act (TIARA)","9704BA0326","Trojan (MIP)","A","Weapon System Cost","Add","U",2015,15214,,,,,,,0,,,,,,
"2035A","02","Communications and Electronics Equipment","80","Elect Equip - Tact Int Rel Act (TIARA)","9912BZ9750","Mod of In-Svc Equip (Intel Spt) (MIP)","A","Weapon System Cost","Add","U",2015,3901,,,,,,,0,,,,,,
"2035A","02","Communications and Electronics Equipment","80","Elect Equip - Tact Int Rel Act (TIARA)","9925BK5275","CI HUMINT Auto Reprting and Coll(CHARCS)","A","Weapon System Cost","Add","U",2015,14302,,,,,,,0,,,,,,
"2035A","02","Communications and Electronics Equipment","80","Elect Equip - Tact Int Rel Act (TIARA)","9928B10001","Close Access Target Reconnaissance (CATR)","A","Weapon System Cost","Add","U",2015,0,,,,,,,0,,,,,,
"2035A","02","Communications and Electronics Equipment","80","Elect Equip - Tact Int Rel Act (TIARA)","9931B88605","Machine Foreign Language Translation System-M","A","Weapon System Cost","Add","U",2015,0,,,,,,,0,,,,,,
"2035A","02","Communications and Electronics Equipment","80","Elect Equip - Tact Int Rel Act (TIARA)","9988BK5300","Biometric Tactical Collection Devices (MIP)","A","Weapon System Cost","Add","U",2015,0,,,,,,,0,,,,,,
"2035A","02","Communications and Electronics Equipment","83","Elect Equip - Electronic Warfare (EW)","8387B05201","Lightweight Counter Mortar Radar","A","Weapon System Cost","Add","U",2015,29358,,,,,,,0,,,,,,
"2035A","02","Communications and Electronics Equipment","83","Elect Equip - Electronic Warfare (EW)","8488K00002","EW Planning & Management Tools (EWPMT)","A","Weapon System Cost","Add","U",2015,0,,,,,,,0,,,,,,
"2035A","02","Communications and Electronics Equipment","83","Elect Equip - Electronic Warfare (EW)","8489W60001","Air Vigilance (AV)","A","Weapon System Cost","Add","U",2015,7000,,,,,,,0,,,,,,
"2035A","02","Communications and Electronics Equipment","83","Elect Equip - Electronic Warfare (EW)","8490VA8000","Crew","A","Weapon System Cost","Add","U",2015,0,,,,,,,0,,,,,,
"2035A","02","Communications and Electronics Equipment","83","Elect Equip - Electronic Warfare (EW)","9926BL5287","Family Of Persistent Surveillance Capabilitie","A","Weapon System Cost","Add","U",2015,32083,,,,,,,0,,,,,,
"2035A","02","Communications and Electronics Equipment","83","Elect Equip - Electronic Warfare (EW)","9996BL5283","Counterintelligence/Security Countermeasures","A","Weapon System Cost","Add","U",2015,42020,,,,,,,0,,,,,,
"2035A","02","Communications and Electronics Equipment","83","Elect Equip - Electronic Warfare (EW)","9997BL5285","CI Modernization","A","Weapon System Cost","Add","U",2015,0,,,,,,,0,,,,,,
"2035A","02","Communications and Electronics Equipment","86","Elect Equip - Tactical Surv. (Tac Surv)","0125WK5057","Sentinel Mods","A","Weapon System Cost","Add","U",2015,44305,,,,,,,0,,,,,,
"2035A","02","Communications and Electronics Equipment","86","Elect Equip - Tactical Surv. (Tac Surv)","0140KA3500","Night Vision Devices","A","Weapon System Cost","Add","U",2015,103656,,,,,,,0,,,,,,
"2035A","02","Communications and Electronics Equipment","86","Elect Equip - Tactical Surv. (Tac Surv)","0155K35110","Small Tactical Optical Rifle Mounted MLRF","A","Weapon System Cost","Add","U",2015,18520,,,,,,,0,,,,,,
"2035A","02","Communications and Electronics Equipment","86","Elect Equip - Tactical Surv. (Tac Surv)","0173BZ0501","Indirect Fire Protection Family of Systems","A","Weapon System Cost","Add","U",2015,68296,,,,,,,0,,,,,,
"2035A","02","Communications and Electronics Equipment","86","Elect Equip - Tactical Surv. (Tac Surv)","0177K22001","Family of Weapon Sights (FWS)","A","Weapon System Cost","Add","U",2015,2000,,,,,,,0,,,,,,
"2035A","02","Communications and Electronics Equipment","86","Elect Equip - Tactical Surv. (Tac Surv)","0178AD3200","Artillery Accuracy Equip","A","Weapon System Cost","Add","U",2015,5875,,,,,,,0,,,,,,
"2035A","02","Communications and Electronics Equipment","86","Elect Equip - Tactical Surv. (Tac Surv)","0200K27900","Profiler","A","Weapon System Cost","Add","U",2015,3115,,,,,,,0,,,,,,
"2035A","02","Communications and Electronics Equipment","86","Elect Equip - Tactical Surv. (Tac Surv)","0224BZ7325","Mod of In-Svc Equip (Firefinder Radars)","A","Weapon System Cost","Add","U",2015,4186,,,,,,,0,,,,,,
"2035A","02","Communications and Electronics Equipment","86","Elect Equip - Tactical Surv. (Tac Surv)","0245W61990","Joint Battle Command - Platform (JBC-P)","A","Weapon System Cost","Add","U",2015,87892,,,,,,,0,,,,,,
"2035A","02","Communications and Electronics Equipment","86","Elect Equip - Tactical Surv. (Tac Surv)","0254K32101","Joint Effects Targeting System (JETS)","A","Weapon System Cost","Add","U",2015,0,,,,,,,0,,,,,,
"2035A","02","Communications and Electronics Equipment","86","Elect Equip - Tactical Surv. (Tac Surv)","0255KA3100","Mod of In-Svc Equip (LLDR)","A","Weapon System Cost","Add","U",2015,16885,,,,,,,0,,,,,,
"2035A","02","Communications and Electronics Equipment","86","Elect Equip - Tactical Surv. (Tac Surv)","5726K99200","Computer Ballistics:  LHMBC XM32","A","Weapon System Cost","Add","U",2015,0,,,,,,,0,,,,,,
"2035A","02","Communications and Electronics Equipment","86","Elect Equip - Tactical Surv. (Tac Surv)","7500K99300","Mortar Fire Control System","A","Weapon System Cost","Add","U",2015,29040,,,,,,,0,,,,,,
"2035A","02","Communications and Electronics Equipment","86","Elect Equip - Tactical Surv. (Tac Surv)","8386BA5500","Counterfire Radars","A","Weapon System Cost","Add","U",2015,154520,,,,,,,0,,,,,,
"2035A","02","Communications and Electronics Equipment","89","Elect Equip - Tactical C2 Systems","9060B28501","Fire Support C2 Family","A","Weapon System Cost","Add","U",2015,13823,,,,,,,0,,,,,,
"2035A","02","Communications and Electronics Equipment","89","Elect Equip - Tactical C2 Systems","9266AD5070","AIR & MSL Defense Planning & Control Sys","A","Weapon System Cost","Add","U",2015,27374,,,,,,,0,,,,,,
"2035A","02","Communications and Electronics Equipment","89","Elect Equip - Tactical C2 Systems","9280BZ5075","IAMD Battle Command System","A","Weapon System Cost","Add","U",2015,0,,,,,,,0,,,,,,
"2035A","02","Communications and Electronics Equipment","89","Elect Equip - Tactical C2 Systems","9442BD3955","Life Cycle Software Support (LCSS)","A","Weapon System Cost","Add","U",2015,2508,,,,,,,0,,,,,,
"2035A","02","Communications and Electronics Equipment","89","Elect Equip - Tactical C2 Systems","9705BA9301","Network Management Initialization and Service","A","Weapon System Cost","Add","U",2015,21524,,,,,,,0,,,,,,
"2035A","02","Communications and Electronics Equipment","89","Elect Equip - Tactical C2 Systems","9742BA9320","Maneuver Control System (MCS)","A","Weapon System Cost","Add","U",2015,103055,,,,,,,0,,,,,,
"2035A","02","Communications and Electronics Equipment","89","Elect Equip - Tactical C2 Systems","9875W30001","Global Combat Support System-Army (GCSS-A)","A","Weapon System Cost","Add","U",2015,118600,,,,,,,0,,,,,,
"2035A","02","Communications and Electronics Equipment","89","Elect Equip - Tactical C2 Systems","9921B66701","Integrated Personnel and Pay System-Army (IPP","A","Weapon System Cost","Add","U",2015,16970,,,,,,,0,,,,,,
"2035A","02","Communications and Electronics Equipment","89","Elect Equip - Tactical C2 Systems","9966BZ9966","Reconnaissance and Surveying Instrument Set","A","Weapon System Cost","Add","U",2015,10113,,,,,,,0,,,,,,
"2035A","02","Communications and Electronics Equipment","89","Elect Equip - Tactical C2 Systems","9971B99901","Mod of In-Svc Equipment (ENFIRE)","A","Weapon System Cost","Add","U",2015,0,,,,,,,0,,,,,,
"2035A","02","Communications and Electronics Equipment","92","Elect Equip - Automation","3001BE4169","Army Training Modernization","A","Weapon System Cost","Add","U",2015,9015,,,,,,,0,,,,,,
"2035A","02","Communications and Electronics Equipment","92","Elect Equip - Automation","3002BD3000","Automated Data Processing Equip","A","Weapon System Cost","Add","U",2015,134782,,,,,,,0,,,,,,
